   Compiling day_15 v0.1.0 (/home/hardsnow/aoc_2020/day_15)
    Finished dev [unoptimized + debuginfo] target(s) in 0.49s
     Running `/home/hardsnow/aoc_2020/day_15/target/debug/day_15`
184, 5
185, 5
186, 1
187, 23
188, 0
189, 7
190, 12
191, 48
192, 0
193, 4
194, 42
195, 0
196, 3
197, 20
198, 76
199, 0
200, 4
201, 7
202, 12
203, 12
204, 1
205, 18
206, 159
207, 0
208, 8
209, 71
210, 0
211, 3
212, 15
213, 86
214, 0
215, 4
216, 15
217, 4
218, 2
219, 35
220, 145
221, 0
222, 7
223, 21
224, 49
225, 0
226, 4
227, 9
228, 77
229, 0
230, 4
231, 4
232, 1
233, 28
234, 201
235, 0
236, 6
237, 81
238, 0
239, 3
240, 28
241, 7
242, 19
243, 109
244, 0
245, 6
246, 9
247, 19
248, 5
249, 63
250, 0
251, 6
252, 6
253, 1
254, 21
255, 31
256, 114
257, 0
258, 7
259, 17
260, 254
261, 0
262, 4
263, 31
264, 8
265, 56
266, 0
267, 5
268, 19
269, 21
270, 15
271, 54
272, 0
273, 6
274, 21
275, 5
276, 8
277, 12
278, 74
279, 0
280, 7
281, 22
282, 169
283, 0
284, 4
285, 22
286, 4
287, 2
288, 69
289, 0
290, 6
291, 17
292, 32
293, 0
294, 4
295, 8
296, 19
297, 28
298, 57
299, 160
300, 0
301, 7
302, 21
303, 28
304, 6
305, 14
306, 224
307, 0
308, 7
309, 7
310, 1
311, 57
312, 13
313, 130
314, 0
315, 7
316, 6
317, 12
318, 40
319, 0
320, 5
321, 45
322, 0
323, 3
324, 84
325, 0
326, 3
327, 3
328, 1
329, 18
330, 124
331, 0
332, 6
333, 16
334, 222
335, 0
336, 4
337, 42
338, 143
339, 0
340, 4
341, 4
342, 1
343, 14
344, 38
345, 173
346, 0
347, 7
348, 32
349, 56
350, 84
351, 26
352, 0
353, 6
354, 21
355, 52
356, 260
357, 0
358, 5
359, 38
360, 15
361, 90
362, 0
363, 5
364, 5
365, 1
366, 23
367, 179
368, 0
369, 6
370, 16
371, 37
372, 0
373, 4
374, 32
375, 26
376, 24
377, 0
378, 5
379, 14
380, 36
381, 320
382, 0
383, 5
384, 5
385, 1
386, 20
387, 189
388, 0
389, 6
390, 20
391, 4
392, 18
393, 63
394, 144
395, 0
396, 7
397, 49
398, 173
399, 53
400, 0
401, 5
402, 17
403, 111
404, 0
405, 4
406, 14
407, 27
408, 248
409, 0
410, 5
411, 9
412, 165
413, 0
414, 4
415, 9
416, 4
417, 2
418, 130
419, 105
420, 285
421, 0
422, 8
423, 127
424, 0
425, 3
426, 98
427, 0
428, 3
429, 3
430, 1
431, 45
432, 110
433, 0
434, 6
435, 45
436, 4
437, 20
438, 47
439, 0
440, 6
441, 6
442, 1
443, 12
444, 126
445, 0
446, 6
447, 5
448, 37
449, 77
450, 221
451, 0
452, 6
453, 6
454, 1
455, 12
456, 12
457, 1
458, 3
459, 29
460, 312
461, 0
462, 10
463, 375
464, 0
465, 3
466, 7
467, 70
468, 361
469, 0
470, 5
471, 23
472, 105
473, 53
474, 74
475, 196
476, 0
477, 7
478, 11
479, 415
480, 0
481, 4
482, 45
483, 47
484, 45
485, 2
486, 68
487, 0
488, 7
489, 11
490, 11
491, 1
492, 34
493, 390
494, 0
495, 7
496, 7
497, 1
498, 6
499, 45
500, 15
501, 140
502, 0
503, 8
504, 81
505, 267
506, 0
507, 4
508, 26
509, 133
510, 0
511, 4
512, 4
513, 1
514, 16
515, 144
516, 121
517, 0
518, 7
519, 22
520, 234
521, 0
522, 4
523, 10
524, 61
525, 446
526, 0
527, 5
528, 57
529, 217
530, 0
531, 4
532, 9
533, 117
534, 0
535, 4
536, 4
537, 1
538, 24
539, 162
540, 0
541, 6
542, 43
543, 0
544, 3
545, 79
546, 0
547, 3
548, 3
549, 1
550, 12
551, 94
552, 0
553, 6
554, 12
555, 4
556, 19
557, 260
558, 201
559, 324
560, 0
561, 8
562, 58
563, 472
564, 0
565, 4
566, 10
567, 43
568, 25
569, 0
570, 5
571, 43
572, 4
573, 7
574, 55
575, 0
576, 6
577, 23
578, 106
579, 0
580, 4
581, 8
582, 20
583, 145
584, 363
585, 0
586, 6
587, 10
588, 21
589, 234
590, 69
591, 302
592, 0
593, 7
594, 20
595, 12
596, 41
597, 453
598, 0
599, 6
600, 13
601, 288
602, 0
603, 4
604, 23
605, 27
606, 198
607, 0
608, 5
609, 38
610, 250
611, 0
612, 4
613, 9
614, 81
615, 110
616, 183
617, 0
618, 6
619, 19
620, 63
621, 227
622, 0
623, 5
624, 15
625, 124
626, 295
627, 0
628, 5
629, 5
630, 1
631, 81
632, 17
633, 230
634, 0
635, 7
636, 42
637, 299
638, 0
639, 4
640, 27
641, 35
642, 422
643, 0
644, 5
645, 15
646, 21
647, 58
648, 85
649, 0
650, 6
651, 32
652, 277
653, 0
654, 4
655, 15
656, 10
657, 69
658, 67
659, 0
660, 6
661, 10
662, 5
663, 18
664, 271
665, 0
666, 6
667, 6
668, 1
669, 38
670, 60
671, 0
672, 6
673, 5
674, 11
675, 184
676, 0
677, 5
678, 4
679, 24
680, 141
681, 0
682, 5
683, 5
684, 1
685, 16
686, 171
687, 0
688, 6
689, 16
690, 4
691, 12
692, 96
693, 0
694, 6
695, 6
696, 1
697, 12
698, 6
699, 3
700, 151
701, 0
702, 8
703, 121
704, 187
705, 0
706, 4
707, 16
708, 18
709, 45
710, 210
711, 0
712, 6
713, 14
714, 307
715, 0
716, 4
717, 10
718, 56
719, 369
720, 0
721, 5
722, 38
723, 53
724, 250
725, 114
726, 469
727, 0
728, 7
729, 93
730, 576
731, 0
732, 4
733, 16
734, 26
735, 226
736, 0
737, 5
738, 16
739, 5
740, 2
741, 255
742, 0
743, 6
744, 31
745, 481
746, 0
747, 4
748, 15
749, 93
750, 20
751, 156
752, 0
753, 6
754, 10
755, 37
756, 307
757, 42
758, 121
759, 55
760, 185
761, 0
762, 9
763, 149
764, 0
765, 3
766, 66
767, 0
768, 3
769, 3
770, 1
771, 74
772, 297
773, 0
774, 6
775, 21
776, 129
777, 0
778, 4
779, 31
780, 35
781, 139
782, 0
783, 5
784, 44
785, 0
786, 3
787, 17
788, 155
789, 0
790, 4
791, 12
792, 94
793, 241
794, 0
795, 5
796, 12
797, 5
798, 2
799, 58
800, 152
801, 0
802, 7
803, 74
804, 32
805, 153
806, 0
807, 5
808, 10
809, 54
810, 538
811, 0
812, 5
813, 5
814, 1
815, 44
816, 31
817, 37
818, 62
819, 662
820, 0
821, 9
822, 59
823, 0
824, 3
825, 38
826, 103
827, 0
828, 4
829, 38
830, 4
831, 2
832, 33
833, 0
834, 6
835, 60
836, 165
837, 424
838, 0
839, 5
840, 26
841, 106
842, 263
843, 0
844, 5
845, 5
846, 1
847, 32
848, 43
849, 277
850, 197
851, 0
852, 8
853, 150
854, 0
855, 3
856, 31
857, 40
858, 539
859, 0
860, 5
861, 15
862, 113
863, 0
864, 4
865, 34
866, 373
867, 0
868, 4
869, 4
870, 1
871, 24
872, 192
873, 0
874, 6
875, 40
876, 18
877, 168
878, 0
879, 5
880, 19
881, 261
882, 0
883, 4
884, 14
885, 171
886, 199
887, 0
888, 5
889, 9
890, 68
891, 404
892, 0
893, 5
894, 5
895, 1
896, 25
897, 328
898, 0
899, 6
900, 25
901, 4
902, 18
903, 26
904, 63
905, 284
906, 0
907, 8
908, 55
909, 149
910, 146
911, 0
912, 5
913, 18
914, 11
915, 240
916, 0
917, 5
918, 5
919, 1
920, 24
921, 49
922, 524
923, 0
924, 7
925, 122
926, 0
927, 3
928, 72
929, 0
930, 3
931, 3
932, 1
933, 13
934, 333
935, 0
936, 6
937, 37
938, 120
939, 0
940, 4
941, 39
942, 843
943, 0
944, 4
945, 4
946, 1
947, 14
948, 63
949, 44
950, 134
951, 0
952, 8
953, 45
954, 244
955, 0
956, 4
957, 11
958, 43
959, 110
960, 344
961, 0
962, 6
963, 26
964, 60
965, 129
966, 189
967, 579
968, 0
969, 7
970, 45
971, 17
972, 184
973, 297
974, 201
975, 416
976, 0
977, 8
978, 25
979, 78
980, 0
981, 4
982, 25
983, 4
984, 2
985, 153
986, 180
987, 0
988, 7
989, 19
990, 109
991, 747
992, 0
993, 5
994, 75
995, 0
996, 3
997, 65
998, 882
999, 0
1000, 4
1001, 17
1002, 30
1003, 888
1004, 0
1005, 5
1006, 12
1007, 210
1008, 297
1009, 35
1010, 229
1011, 0
1012, 7
1013, 24
1014, 93
1015, 265
1016, 0
1017, 5
1018, 12
1019, 12
1020, 1
1021, 74
1022, 218
1023, 0
1024, 7
1025, 12
1026, 6
1027, 64
1028, 0
1029, 5
1030, 12
1031, 5
1032, 2
1033, 48
1034, 842
1035, 0
1036, 7
1037, 12
1038, 7
1039, 2
1040, 7
1041, 2
1042, 2
1043, 1
1044, 23
1045, 440
1046, 0
1047, 11
1048, 90
1049, 687
1050, 0
1051, 4
1052, 51
1053, 0
1054, 3
1055, 58
1056, 256
1057, 0
1058, 4
1059, 7
1060, 19
1061, 71
1062, 852
1063, 0
1064, 6
1065, 38
1066, 236
1067, 0
1068, 4
1069, 10
1070, 261
1071, 189
1072, 105
1073, 600
1074, 0
1075, 7
1076, 16
1077, 338
1078, 0
1079, 4
1080, 11
1081, 33
1082, 249
1083, 0
1084, 5
1085, 53
1086, 362
1087, 0
1088, 4
1089, 9
1090, 200
1091, 0
1092, 4
1093, 4
1094, 1
1095, 51
1096, 43
1097, 138
1098, 0
1099, 7
1100, 24
1101, 87
1102, 0
1103, 4
1104, 10
1105, 35
1106, 96
1107, 414
1108, 0
1109, 6
1110, 45
1111, 140
1112, 610
1113, 0
1114, 5
1115, 30
1116, 113
1117, 254
1118, 857
1119, 0
1120, 6
1121, 11
1122, 41
1123, 526
1124, 0
1125, 5
1126, 11
1127, 5
1128, 2
1129, 86
1130, 916
1131, 0
1132, 7
1133, 33
1134, 52
1135, 779
1136, 0
1137, 5
1138, 10
1139, 34
1140, 274
1141, 0
1142, 5
1143, 5
1144, 1
1145, 50
1146, 0
1147, 5
1148, 4
1149, 45
1150, 39
1151, 209
1152, 0
1153, 6
1154, 33
1155, 21
1156, 380
1157, 0
1158, 5
1159, 11
1160, 33
1161, 6
1162, 8
1163, 185
1164, 403
1165, 0
1166, 8
1167, 4
1168, 19
1169, 108
1170, 0
1171, 5
1172, 13
1173, 239
1174, 0
1175, 4
1176, 8
1177, 10
1178, 39
1179, 28
1180, 876
1181, 0
1182, 7
1183, 50
1184, 38
1185, 119
1186, 0
1187, 5
1188, 16
1189, 112
1190, 0
1191, 4
1192, 16
1193, 4
1194, 2
1195, 66
1196, 429
1197, 0
1198, 7
1199, 16
1200, 7
1201, 2
1202, 7
1203, 2
1204, 2
1205, 1
1206, 61
1207, 682
1208, 0
1209, 11
1210, 50
1211, 27
1212, 571
1213, 0
1214, 5
1215, 27
1216, 4
1217, 23
1218, 173
1219, 820
1220, 0
1221, 7
1222, 19
1223, 54
1224, 414
1225, 117
1226, 692
1227, 0
1228, 7
1229, 7
1230, 1
1231, 25
1232, 249
1233, 150
1234, 380
1235, 78
1236, 256
1237, 180
1238, 251
1239, 0
1240, 12
1241, 203
1242, 0
1243, 3
1244, 189
1245, 173
1246, 27
1247, 31
1248, 391
1249, 0
1250, 7
1251, 21
1252, 96
1253, 146
1254, 343
1255, 0
1256, 6
1257, 95
1258, 0
1259, 3
1260, 16
1261, 61
1262, 55
1263, 354
1264, 0
1265, 6
1266, 9
1267, 177
1268, 0
1269, 4
1270, 53
1271, 185
1272, 108
1273, 103
1274, 447
1275, 0
1276, 7
1277, 26
1278, 314
1279, 0
1280, 4
1281, 11
1282, 72
1283, 354
1284, 20
1285, 534
1286, 0
1287, 7
1288, 11
1289, 7
1290, 2
1291, 86
1292, 162
1293, 753
1294, 0
1295, 8
1296, 119
1297, 111
1298, 894
1299, 0
1300, 5
1301, 86
1302, 10
1303, 125
1304, 0
1305, 5
1306, 5
1307, 1
1308, 77
1309, 859
1310, 0
1311, 6
1312, 46
1313, 0
1314, 3
1315, 55
1316, 53
1317, 46
1318, 5
1319, 12
1320, 79
1321, 775
1322, 0
1323, 9
1324, 57
1325, 796
1326, 0
1327, 4
1328, 47
1329, 845
1330, 0
1331, 4
1332, 4
1333, 1
1334, 26
1335, 57
1336, 11
1337, 48
1338, 304
1339, 0
1340, 9
1341, 17
1342, 340
1343, 0
1344, 4
1345, 12
1346, 26
1347, 12
1348, 2
1349, 58
1350, 294
1351, 0
1352, 8
1353, 57
1354, 18
1355, 441
1356, 0
1357, 5
1358, 39
1359, 180
1360, 122
1361, 435
1362, 0
1363, 6
1364, 52
1365, 230
1366, 732
1367, 0
1368, 5
1369, 11
1370, 33
1371, 210
1372, 364
1373, 0
1374, 6
1375, 11
1376, 6
1377, 2
1378, 29
1379, 919
1380, 0
1381, 7
1382, 92
1383, 1264
1384, 0
1385, 4
1386, 41
1387, 264
1388, 0
1389, 4
1390, 4
1391, 1
1392, 58
1393, 43
1394, 297
1395, 386
1396, 0
1397, 8
1398, 45
1399, 249
1400, 167
1401, 0
1402, 5
1403, 34
1404, 264
1405, 17
1406, 64
1407, 379
1408, 0
1409, 7
1410, 28
1411, 231
1412, 0
1413, 4
1414, 23
1415, 197
1416, 565
1417, 0
1418, 5
1419, 16
1420, 159
1421, 1214
1422, 0
1423, 5
1424, 5
1425, 1
1426, 34
1427, 23
1428, 13
1429, 256
1430, 193
1431, 0
1432, 9
1433, 92
1434, 51
1435, 339
1436, 0
1437, 5
1438, 13
1439, 10
1440, 137
1441, 0
1442, 5
1443, 5
1444, 1
1445, 19
1446, 223
1447, 0
1448, 6
1449, 72
1450, 167
1451, 50
1452, 241
1453, 659
1454, 0
1455, 7
1456, 46
1457, 139
1458, 676
1459, 0
1460, 5
1461, 17
1462, 56
1463, 744
1464, 0
1465, 5
1466, 5
1467, 1
1468, 23
1469, 41
1470, 83
1471, 0
1472, 7
1473, 17
1474, 12
1475, 127
1476, 1052
1477, 0
1478, 6
1479, 30
1480, 364
1481, 108
1482, 209
1483, 331
1484, 0
1485, 7
1486, 13
1487, 48
1488, 150
1489, 255
1490, 748
1491, 0
1492, 7
1493, 7
1494, 1
1495, 27
1496, 249
1497, 97
1498, 0
1499, 7
1500, 6
1501, 22
1502, 982
1503, 0
1504, 5
1505, 38
1506, 321
1507, 0
1508, 4
1509, 95
1510, 252
1511, 0
1512, 4
1513, 4
1514, 1
1515, 20
1516, 231
1517, 105
1518, 445
1519, 0
1520, 8
1521, 123
1522, 0
1523, 3
1524, 209
1525, 42
1526, 768
1527, 0
1528, 5
1529, 24
1530, 429
1531, 334
1532, 0
1533, 5
1534, 5
1535, 1
1536, 21
1537, 285
1538, 1117
1539, 0
1540, 7
1541, 41
1542, 72
1543, 93
1544, 529
1545, 0
1546, 6
1547, 46
1548, 91
1549, 0
1550, 4
1551, 37
1552, 614
1553, 0
1554, 4
1555, 4
1556, 1
1557, 21
1558, 21
1559, 1
1560, 3
1561, 37
1562, 10
1563, 123
1564, 42
1565, 39
1566, 207
1567, 0
1568, 14
1569, 621
1570, 0
1571, 3
1572, 11
1573, 197
1574, 158
1575, 0
1576, 5
1577, 42
1578, 13
1579, 92
1580, 146
1581, 327
1582, 0
1583, 7
1584, 43
1585, 191
1586, 0
1587, 4
1588, 32
1589, 741
1590, 0
1591, 4
1592, 4
1593, 1
1594, 34
1595, 168
1596, 718
1597, 0
1598, 7
1599, 15
1600, 738
1601, 0
1602, 4
1603, 10
1604, 41
1605, 63
1606, 657
1607, 0
1608, 6
1609, 62
1610, 791
1611, 0
1612, 4
1613, 10
1614, 10
1615, 1
1616, 22
1617, 115
1618, 0
1619, 7
1620, 21
1621, 62
1622, 12
1623, 148
1624, 0
1625, 6
1626, 17
1627, 153
1628, 642
1629, 0
1630, 5
1631, 54
1632, 408
1633, 0
1634, 4
1635, 22
1636, 19
1637, 191
1638, 52
1639, 274
1640, 499
1641, 0
1642, 8
1643, 122
1644, 283
1645, 0
1646, 4
1647, 12
1648, 25
1649, 417
1650, 0
1651, 5
1652, 21
1653, 32
1654, 65
1655, 657
1656, 49
1657, 735
1658, 0
1659, 8
1660, 17
1661, 34
1662, 67
1663, 1004
1664, 0
1665, 6
1666, 40
1667, 791
1668, 57
1669, 315
1670, 0
1671, 6
1672, 6
1673, 1
1674, 58
1675, 282
1676, 0
1677, 6
1678, 5
1679, 27
1680, 184
1681, 708
1682, 0
1683, 6
1684, 6
1685, 1
1686, 12
1687, 39
1688, 122
1689, 45
1690, 291
1691, 0
1692, 9
1693, 260
1694, 1136
1695, 0
1696, 4
1697, 50
1698, 246
1699, 0
1700, 4
1701, 4
1702, 1
1703, 17
1704, 43
1705, 120
1706, 767
1707, 0
1708, 8
1709, 49
1710, 53
1711, 394
1712, 0
1713, 5
1714, 35
1715, 609
1716, 0
1717, 4
1718, 16
1719, 299
1720, 1082
1721, 0
1722, 5
1723, 9
1724, 31
1725, 477
1726, 0
1727, 5
1728, 5
1729, 1
1730, 27
1731, 51
1732, 297
1733, 338
1734, 656
1735, 0
1736, 9
1737, 13
1738, 159
1739, 318
1740, 0
1741, 5
1742, 13
1743, 5
1744, 2
1745, 367
1746, 0
1747, 6
1748, 63
1749, 143
1750, 1411
1751, 0
1752, 5
1753, 9
1754, 17
1755, 51
1756, 24
1757, 227
1758, 1136
1759, 64
1760, 353
1761, 0
1762, 10
1763, 148
1764, 140
1765, 653
1766, 0
1767, 5
1768, 15
1769, 169
1770, 1487
1771, 0
1772, 5
1773, 5
1774, 1
1775, 45
1776, 86
1777, 475
1778, 0
1779, 7
1780, 160
1781, 1481
1782, 0
1783, 4
1784, 66
1785, 589
1786, 0
1787, 4
1788, 4
1789, 1
1790, 15
1791, 22
1792, 156
1793, 1041
1794, 0
1795, 8
1796, 87
1797, 695
1798, 0
1799, 4
1800, 11
1801, 228
1802, 0
1803, 4
1804, 4
1805, 1
1806, 16
1807, 88
1808, 0
1809, 6
1810, 62
1811, 189
1812, 567
1813, 0
1814, 5
1815, 41
1816, 211
1817, 0
1818, 4
1819, 14
1820, 251
1821, 582
1822, 0
1823, 5
1824, 9
1825, 71
1826, 764
1827, 0
1828, 5
1829, 5
1830, 1
1831, 25
1832, 183
1833, 1216
1834, 0
1835, 7
1836, 56
1837, 374
1838, 0
1839, 4
1840, 21
1841, 188
1842, 0
1843, 4
1844, 4
1845, 1
1846, 15
1847, 56
1848, 11
1849, 48
1850, 362
1851, 764
1852, 25
1853, 21
1854, 13
1855, 112
1856, 666
1857, 0
1858, 15
1859, 12
1860, 173
1861, 615
1862, 0
1863, 5
1864, 34
1865, 203
1866, 624
1867, 0
1868, 5
1869, 5
1870, 1
1871, 25
1872, 19
1873, 236
1874, 807
1875, 0
1876, 8
1877, 81
1878, 1246
1879, 0
1880, 4
1881, 36
1882, 1501
1883, 0
1884, 4
1885, 4
1886, 1
1887, 16
1888, 81
1889, 11
1890, 41
1891, 75
1892, 897
1893, 0
1894, 10
1895, 132
1896, 0
1897, 3
1898, 326
1899, 0
1900, 3
1901, 3
1902, 1
1903, 16
1904, 16
1905, 1
1906, 3
1907, 5
1908, 38
1909, 403
1910, 745
1911, 0
1912, 12
1913, 53
1914, 203
1915, 49
1916, 206
1917, 0
1918, 6
1919, 109
1920, 929
1921, 0
1922, 4
1923, 37
1924, 362
1925, 74
1926, 904
1927, 0
1928, 6
1929, 10
1930, 35
1931, 216
1932, 0
1933, 5
1934, 26
1935, 588
1936, 0
1937, 4
1938, 15
1939, 80
1940, 0
1941, 4
1942, 4
1943, 1
1944, 38
1945, 36
1946, 64
1947, 187
1948, 1243
1949, 0
1950, 9
1951, 126
1952, 1507
1953, 0
1954, 4
1955, 12
1956, 43
1957, 252
1958, 447
1959, 684
1960, 0
1961, 7
1962, 126
1963, 11
1964, 74
1965, 39
1966, 278
1967, 0
1968, 7
1969, 7
1970, 1
1971, 27
1972, 241
1973, 520
1974, 0
1975, 7
1976, 6
1977, 48
1978, 128
1979, 0
1980, 5
1981, 47
1982, 653
1983, 217
1984, 1454
1985, 0
1986, 6
1987, 10
1988, 58
1989, 314
1990, 711
1991, 0
1992, 6
1993, 6
1994, 1
1995, 24
1996, 239
1997, 823
1998, 0
1999, 7
2000, 24
2001, 5
2002, 21
2003, 149
2004, 1094
2005, 0
2006, 7
2007, 7
2008, 1
2009, 14
2010, 190
2011, 0
2012, 6
2013, 19
2014, 141
2015, 1334
2016, 0
2017, 5
2018, 16
2019, 114
2020, 1294
2020, 1294
Time elapsed in part 2: 6.951765ms
